@RELATION iris

@ATTRIBUTE Text STRING
@ATTRIBUTE class {0,1}

@DATA
'חדר האמבט צפוף מאוד ודורש תמרון רב   החניה היא מחוץ למלון וזה גרוע' ,0
'מלון חדיש נעים ונוח במרחק הליכה מכל האטרקצית המרכזיות   ארוחת בוקר טובה' ,1
'המארחים אדיבים ומסבירים פנים  דירה מרווחת מאד  מיקום מצוין' ,1
'המלון שוכן על כביש ראשי ומאוד רועש גם כל הלילה' ,0
'החדר היה די חשוך בשביל מים חמים צריך להפעיל דוד מראש וגם לא תמיד מספיק זה לא נח לא היה לנו נוף בכלל אלא רק של הקיר של הבניין מכוער שלידנו אמרו לנו שהחדר עם מרפסת והוא לא היה' ,0
'ארוחת בוקר טובה מאוד נקי ומסודר וצוות הקבלה אדיב ונעים כמו כן יש שירות של עיסויים במחיר ממש זול 20 יורו ל 45 דקות' ,1
'מיקום מעולה במרכז האזור המתויר קרוב מרחק הליכה למוקדים חשובים בעיר  צוות אדיב חדרים נקיים  מעולה לדתיים  כחמש דקות הליכה לבית הכנסת ולבית' ,1
'השירותים מסריחים השלטים מתפרקים המזגן לא עבד אין סבון שמפו במקלחת לא היה חלון כמו בתמונות' ,0
'מיקום מעולה  ליד תחנת המטרו מונסטיראקי יחס אדיב נעים ומוכנות לסייע של אנשי הצוות' ,1
'ארוחת בוקר מצויינת חדר גדול מיטה נוחה מאד   מיקום מדהים  מרכז המרכז של אתונה הליכה של פחות מ5 דקות לתחנות אוטובוס ורכבת' ,1
'מלון נעים אסתטי מיקום מעולה צמוד לתחנת המטרו מונוסטירקיארוחת בקר טעימה ועשירה יחס חיכני אדיב ונכון לסייע מעל ומעבר מצד פקידת הקבלה' ,1
'מלון מאוד יפה נקי מאוד מעוצב יפה מאוד מיטה נוחה נקי מאוד מעוצב יפה מאוד מיטה נוחה  ארוחת בוקר מצויינת' ,1
'החדר חשוך איך מספיק אור המחיר יקר מאד' ,0
'הסלט בארוחת בוקר לא היה טרי למרות שהחלון היה סגור שמעו את הרעש מהאוטובוסים והרכבים על הכביש' ,0
'צוות מאד נחמד ושירותי גינת הגג מקסימה' ,1
'מייבש השיער לא היה תקין ולא היה במקום מייבש אחר  רעש  מעצבן בשל שיפוצים' ,0
'החדרים היו זוועה קטנים ומעוצבים בטעם נוראי' ,0
'הצוות מדהים ביותרארוחת בוקר טובה אילו היו ירקות זה היה מושלםלכל שאלה הם ענו באדיבות' ,1
'רעש חזק מהכביש לאורך היום והלילה  עדיף חדרים אחוריים' ,0
'איש הקבלה לא ידע לסייע לנו בבירור בנוגע למעבורות נראה לי עניין בסיסי במלון באתונה  המלון ממוקם על ציר ראשי והחלונות לא מבודדים כבר בשעות בוקר מוקדמות רעש חזק מאוד מהכביש' ,0
'נראה כמו אכסניית נוער  ריח חריף של עישון בלובי   החליפו לנו כמה חדרים בגלל שבכולם יש ריח חזק של עישון  בכולם האסלה הייתה שבורה  לגמרי מהמקום ניקיון לא משהו   חדרים רועשים מאוד מכל מקום   עזבנו אחרי לילה' ,0
'חידת דיור נעימה ונקייה   הליכה רגלית לחוף מדהים  אזור מקסים ואוירה נעימה' ,1
'מארחים מקסימים ארוחת בוקר טעימה ושווה את המחיר' ,1
'מקום מדהיםקרוב לכל מה שצריך לא יקר בכלל נקי יש מרפסת והבעלים כל כך נחמדה שהיא פינקה אותנו מעבר לארוחת בוקר ארוחה לבקשתך  בעוד מטעמים על חשבונה לכל מי שמחפש שקט אמיתי במיקום טוב ומחיר נוח אני ממליץ בחום לחכת אישתי ואני הלכנו ונהנינו מכל רגע' ,1
'מארחים מקסימים אדיבים ומסבירי פנים המקום נקי מאוד הבריכה כיפית חדרים נוחים נקודת מוצא מעולה למי שרוצה לטייל באי במזרח ובמערב' ,1
'מלון נקי מאוד ממוקם במקום מצוין במרחק הליכה מכל האתרים המעניינים חדר שלנו היה נקי ודי גדול עם מרפסת מול הים נוף מדהים' ,1
'כל המתקנים בחדר עבדו נהדר מסעדות שוות ומקומות מעניינים הוא היה מאוד אדיב במלון יש רחבה עם בריכה ובר שעובד גם בשעות הלילה וזה נחמד מאוד הייתי חוזרת לשם בכיף מומלץ בחום התמורה למחיר פשוט מצויינת' ,1
'את היחס החם של בעל המקום עזרה בכל מה שצריך ומעל ומעבר' ,1
'המיטה לא נוחה והמזרונים בכלל של הסוכנות בסהכ מלון מאוד בסיסי  הבעיה הכי גדולה של המקום זה שאתה צריך לנווט בין 3 מעליות אם אתה בקומה גבוהה' ,0
'המעליות כל פעם מעלית אחרת התקלקלה באיזשהו שלב היינו צריכים לטפס רגלית לקומה אחרונה בגלל שהמעלית לא עבדה  והיה מזגן אחד לחדר זוגי של משפחות   המיטות לא הכי נוחות קשות אפילו והשמיכה שאיתה מתכסים הינה שמיכת קיץ דקיקה' ,0
'מארחים אדיבים   הארוחה בבוקר הייתה בעיקר החביתה מעורבבת בגבינה בולגרית  הנוף מהחדר לים היה מהמם' ,1
'נמלים  מגעילות בחדר מזרון דק וקשה  חדר קטן' ,0
'החדר בו שהינו היה קרוב לבריכה  מה שאולי הסביר את כמות היתושים הבלתי נסבלת עד כדי ש אי אפשר היה לישון עם חלונות פתוחים חוויה לא נעימה' ,0
'לא נותנים מגבות לבריכה לא הסכימו שמשתמש המגבות של החדר ואמרו לנו שנוכל ללכת לקנות מגבות בעיר   מקלחת קטנטנה ולא כל כך נוחה בלשון המעטה' ,0
'מארחים אדיבים מיקום מעולה היינו ארבעה אנשים קיבלנו חדר גדול עם שני חדרי שינה ומטבח' ,1
'אוכל ואירוח מצוין נוף מדהים אווירה פסטורלית באמת מקום נהדר' ,1
'הארוחת בוקר מדהימה הצוות זמין ונעים איתו היינו 7 ימים ועדיין הינו רוצים עוד להישאר והנוף עוצר נשימה' ,1
'ארוחת הבוקר שהוגשה לנו הגיעה עם נמלים בתוך המוזלי   בנוסף  אין בריכה במלון אלא רק ג׳קוזי קטן במרחק הליכה מהחדרים זה מבאס' ,0
'נהנינו מאוד ממיקומו של המלון ומעיצובו החדשני והנאה לעיןממליצים בחום' ,1
'מלון מקסים במיקום מושלם צוות ידידותי תחזוקת המתקנים ברמה גבוהה הכל מאוד נקי ונוח ארוחת בוקר נהדרת' ,1
'בזמן המקלחת המים יצאו לעבר כל המקלחת   ההגעה והחניה ליד הכניסה ללובי לא בולטת ולא נוחה' ,0
'מיקום במרכז העיר נקי חדר גדול יחסית ארוחת בוקר מצויינת' ,1
'ארוחת בוקר מעולה מיקום מלון הכי טוב שיכול להיות צוות אדיב ומוכן לעזור בכל רגע כל ההמלצות שלהם על טיולים ומסעדות פגעו בול' ,1
'לא היה לי מספיק מקום בחדר אמבטיה המיקלחת היתה נפרדת ולא היה מקום לתלות מגבת' ,0
'מלון מאוד נעים אנשי צוות מקסימים מיקום מצויין וארוחת בוקר נהדרת במיקום נפלא' ,1
'מיקום מעולה צוות יעיל ומסביר פנים חדר מרווח ונעים מיקום חביב לארוחת הבוקר' ,1
'המחיר לא שווה את התמורה  אין ירקות בארוחת בוקר  חדרים קטנים ומסריחים' ,0
'המלון קצת רועש בבוקר שמענו רעשים מחדרים סמוכים ומבחוץ הבידוד לא טוב ושומעים כל רעש מבחוץ' ,0
'יש בריכה נחמדה במלון ובר ומסעדה ליד הבריכה עם אוכל טוב במחירים סבירים ביותר  צוות חייכן ונעים' ,1
'צוות האירוח מקסים היו סבלניים מאוד במיוחד שאנו שומרים שבת שווה לחזור' ,1
'ארוחה טובה וטעימה מוגשת בצורה נעימה  החדרים היו נוחים ומצוידים ברמה טובה  הצוות נעים ואדיב' ,1
'מלון ישן מזרן לא נוח חדר ישן ומיושן' ,0
'ארוחת בוקר טובה עם נוף מדהים לים  מרחק הליכה מהמרינה  הצוות היה נעים ונחמד' ,1
'מלון קטן אינטימי ומקסים שירות אדיב צוות נפלא מסביר פנים השתדלו מאוד לענות בחיוב לכל בקשה נתנו לנו הסבר לגביי טיולים באיזור ותחבורה בסבלנות וביעילות השתדלו לעזור בכל מה שביקשנו חדרים נקיים ונוחים' ,1
'אוכל טעים ומגוון חדר אוכל עם נוף עוצר נשימה ממליצה בחום הגעה קלה ונוחה בתחבורה ציבורית למרכז העיר עם היתרון של מלון על חוף הים' ,1
'ארוחת בוקר מצויינת מיקום המלון מדהים עיצוב משגע קיבלנו חדר מטורף עם מרפסת סלון חדר שינה ממש סוויטה חניה בשפע בקירבת מקום' ,1
'מיקום מעולה חדרים יפהפיים מאובזר מרווח אופציה לארוחת בוקר מצויינת ב5 יורו לאדם צוות נעים' ,1
'מקום יפה מיקום נוח ארוחת בוקר מצויינת ומפוארת  שהות שווה' ,1
'מיקום מצויין לא רחוק מהמרכז אך יחד עם זאת מקום שקט יפה עם נוף לים בריכה גדולה יחסית חדרים מרווחים צוות אדיב וארוחת בוקר טובה' ,1
'מקום מושלם מושלם מושלם   רומנטי  החדר משקיף לים  נקי ומסודר צוות מאוד נחמד ואדיב אזור שקט ומלא בשלווה נתנו לנו לעשות צק אווט מאוחר ממליצה מאוד על המקום לא תצטערו' ,1
'היה מדהים   המיקום מצויין השירות מצויין ארוחת הבוקר חלומית' ,1
'מבנה ישן משופץ ברמה גבוההחדרים מעוצבים מתקנים חדשים וטובים  מנהלות המקום והצוות חביבים ואדיבים מאוד  ארוחת בוקר מושקעת קרוב לים ולמרכז העיר' ,1
'מיקום נהדר מרכזי אך שקט חדר מקסים הכל חדש מעוצב ונקי מאוד' ,1
'מארחים אדיבים שמחים לעזור וליעץ חדרים מרוווחים ונוחים מיקום מצויין במרכז העיירה' ,1
'וויפיי בחדרים מאד חלש  אין מעלית ועלייה לא קלה עם המזוודות חניה מרוחקת מעט' ,0
'מארחים מקסימים ארוחת בוקר טעימה  חדרים מעוצבים באופן מיוחד תכשירי מקלחת מפנקים מעל הכל מיקום נפלא' ,1
'מיקום החדר מדהים ממש  למרגלות המנזרים    בעלי הבית מאוד מסבירי פנים אדיבים מוכנים לסייע בכל הנדרש  ארוחת הבוקר רובה מתוצרת ביתית מסורתית מצוינת ועשירה  מחיר האירוח היה סביר ביותר' ,1
'חדר קצת קטן ועמוס יש מדרגות תלולות כדי להגיע לחדר יכול להיות שיש גם חדר בקומת קרקע' ,0
'מקום מצוין החדרים מאוד חביבים ונקיים נוחים ומתאימים  המיקום מצוין ממש בתוך הנוף' ,1
'מקום נחמד מיקום מצויין חניה נוחה   חדר צפוף מדרגות לא נוחות   ארוחת בוקר מעולה נוף מרהיב' ,1
'חדר צפוף  מדרגות לא נוחות ארוחת בוקר היתה אכזבה' ,0
'לא נאמר שממש מתחת לדירה ישנה כנסיה והיות והיינו ביום ראשון  הפעמונים לא הפסיקו לצלצל בשעות הלילה קצת לא נעים להיכנס ולצאת מהדירה האינטרנט האלחוטי לא עבד' ,0
'מאד נקי נוף מרהיב   מיקום מדהים מרכז העיר מקום נקי ויפהמומלץ ביותר' ,1
'מקלחת  מאוד קטנה יחד עם השרותים לא ממש נוח' ,0
'מקלחת קטנה ריח סיגריות מסריח מדי פעם מהמסדרון  חדר שרותים ומקלחת על הפנים  רעש שיפוצים מוקדם בבוקר' ,0
'מיקום מעולה דירה נוחה ומושקעת מארח איכפתי  סך הכל מאוד טעים נקי מאוד חדרים מרווחים מאוד מזגן תקין מקלחות נקיות' ,1
'מלון מפתיע לטובה בהתיחס לסביבה חדש ונוח קרוב מאד לים עם נוף פתוח מאד נוח עם רכב צוות מאד נחמד ומסייע' ,1
'מארחים היו אדיבים וכל הצוות של המלון ידידותי מאוד מלון מקסים לשהות בו עם ילדים כשצריכים קירבה לשדה תעופה  חדר משפחה מרווח ונקי הבריכה והפטיו מסודרים וכיף לשהות שם' ,1
'לון מעולה לאלו שמחפשים מלון קרוב לשדה התעופה מתאים לאנשי עסקים או לכאלו שצריכים לצאת מוקדם לשדה או מגיעים מאוחר מטיסה  חדרים גדולים ונקיים הצוות מסביר פנים וארוחת הבוקר טובה מאוד' ,1
'יתושים מפריעים כמו בכל יוון בקבלה נתנו לנו מכשיר חשמלי להרחקתם חסר יותר ירקות בארוחת הבוקר' ,0
'מקום קטן ונעים בריכה כיפית צוות מדהים באדיבות וברצון לעזור בר מסעדה בבריכה עם אוכל טעים ולא יקר נקי מאד חדרים מרווחים נוף לשדות חקלאיים ולעיר סלוניקי' ,1
'מקלחת בעייתית הטמפרטורה לא קבועה וגורמת לכוויות פעם רותח ופעם קר אי אפשר לשלוט בזה' ,0
'היחס של הצוות אדיב מאוד יש בחדר פינת קפה ומיני בר ארוחת בוקר טובה   מארחים אדיבים תקשורת בחדר' ,1
'הנוף לכביש גרוע ביותר גישה קשה למטרו למי שלא מכיר' ,0
'מלון מיושן ריח חזק ולא נעים בחדר  זה היה מאוד יקר ומאכזב' ,0
'היה גרוע מאוד לא מומלץ רחוק ממטרו חצי שעה הליכה מהמרכז  המלון היה במצב תחזוקה נוראי ריח בחדרים מקלחת נוזלת וקיבלנו תשובה שאין חדרים זה מה שיש' ,0
'לא גמישים וחבל קלקל את ההרגשה”  לא היו מוכנים לוותר ולהוריד תשלום על ארוחת ערב גם שהתברר שאנו נגיע לאחר חצות והביאו סנוויצים לא מתאימים' ,0
'לא עמדו בסיכום של ההזמנה  לא מזרון יחיד  לא מקרר ריק  שירותים לא נקיים  טענו ששלחו מייל אני עדיין לא קיבלתי אותו' ,0
'מעלית אחת מרווחת והשניה צפופה צריך להידחס כאשר 4 אנשים יחד  לא נמצא במרכז העיר צריך מונית בכל יציאה' ,0
'הגענו בלילה בעל המקום יצא מגדרו לסייע לנו הרים את המזוודות שלנו לחדר הסביר דאג לנו לעוד מגבות ושמיכות החדרים מרווחים נעימים ונקיים' ,1
'מומלץ מאוד מלון בוטיק פרטיות ושירות מעולה נקי חדרים מעוצבים בטוב טעם' ,1
'מלון מהמם צוות נדיב מאוד שירותי רק חבל שברכה לא מחומממת מרפות עם נוף עוצר נשימה' ,1
'לא היה ניתן להשאיר את הרכב בחניה לעוד שעתיים לאחר צק אאוט  כמות המדרגות המובילות לחדר מעייפת' ,0
'אחלה מלון תמורה מלאה למחיר  דירת סטודיו מקסימה מומלץ' ,1
'מלון דירות במיקום מצויין קרוב לאתרי הבילוי ולאקרופוליס  הדירה עצמה ברמה גבוהה נקיה עם כל המרכיבים הדרושים בדירה  בעל המקום אדם חביב אוהב ישראל מאיר פנים' ,1
'חדר מרווח משופץ ונקי מיקום מצויין מיקום המלון היה מעולה הצוות היה אדיב והחדר נראה כמו בתמונות באתר' ,1
'מקום נעים ונוח קרוב לכל האתרים המרכזים  בעל הבית נחמד מאוד' ,1
'הפינוי בשבת בשעה 1100 בבוקר כאשר בירושלים אין  כל כך מה לעשות היה קמת מאכזב   העיצוב לא מצא חן בעיננו חדר אדום נותן קצת תחושה של בורדל' ,0
'החדר מעוצב בצורה יחודית מכונת אספרסו תה מיקרוגל הצוות אדיב מקסים חייכני ומקצועי יש חדרים עם מרפסת מומלץ' ,1
'דירה מקסימה ומיוחדת נעימה ואפילו מרגשת עיצוב מדהים' ,1
'קומה גבוהה ללא מעלית מעייף ו לא  וללא חניה דלת הלובי המשותף לחדרים נטרקת ומרעישה' ,0
'חדר גדול ונוח מעוצב בטוב טעם עיצוב מיוחד ומודרני נעים   מיקום מעולה בלב העיר   קבלת פנים נעימה  יש בר ממש מגניב בקומה למטה' ,1
'העליה לחדרים כרוכה בטיפוס במדרגות רבות וספירליות מתיש ומעייף הספה שנפתחה למיטה בסלון ממש לא היתה נוחה הילדים נאלצו לישון לרוחב במקום לאורך' ,0
'העיצוב של החדרים והמבואות  מקסים ומעורר השראה והצוות בקבלה ממש אדיב' ,1
'מיקום מצויין מקום נקי ומסודר שרות הסעות מומלץ וזול מהרגיל החדר מאובזר יש קפה' ,1
'מארחים אדיבים גודל החדר המתקנים המיקום נוחות ההזמנה ומהירות התגובה של המאחרים במייל חדר העבודה המשותף' ,1
'המיטות לא היו ממש נוחות החלונות פונים לפיר הבניין והנוף לא סימפתי הכל היה לא טוב' ,0
'מארחים מאד אדיבים ומסייעים הדירה מרווחת ומעוצבת באופן מודרני המיקום מעולה והשכונה בטוחה האינטרנט מצוין' ,1
'חדרים מעוצבים ונקיים מקום מטופח בצמידות לטיילת המובילה לחוף סטאליס חוף חולי בעלת המלון פינקה אותנו בעוגת שוקולד ביתית לקראת הצ׳ק אאוט' ,1
'מיקום שקטהמרפסת עם נוף לים הדירה גדולה ומרווחת' ,1
'מיקום מצוין דירה נוחה מרווחת מרפסת ענקית ונוף מדהים' ,1
'מאוד הרגשנו בחסרונו של מזגן באזור המרכזי של הדירה לא היה מקלחון באמבטיה והכל נרטב סביבניקיון החדר ופינוי אשפה מתבצע רק אחת ליומיים לא מוגשת ארוחת בוקר וזה חיסרון גדול' ,0
'מקום רומנטי ומקסים הנוף מדהים החדר מעוצב יפה' ,1
'נוף מהמם  בנוי באיזור מדהים מבחינת נופי המכתש הימי המרהיבים  חדרים נקיים ויפים' ,1
'יש המון מרפסות ומקומות לראות מהם את הנוף הצוות מקצועי ואדיב  דובר אנגלית ברמה גבוהה ונכון לעזור בכל עת האוכל במזנוני ארוחת הבוקר עשיר ומוגש בנדיבות מקום מושלם לחופשה' ,1
'הרבה מדרגות חסרה בריכת שחייה אינטרנט לא תמיד זמין' ,0
'וופי רק ליד הבריכה  גישה למלון לא כל כך נוחה אין טלוויזיה למרות שמפורט בפרסום שלכם' ,0
'מארח מצוין  חדרים מצוין ומאובזרים  ארוחת בוקר טובה מארחים אדיבים נקיון עזרה לכל בעיה תדרוך מקצועי בסיורים' ,1
'פרטיות מוחלטת לכל סוויטה נוף יפה מול הים והכפר מומלץ מאוד' ,1
'מארחת נחמדה חדר נפלא מתקנים חדשים ומיטה נוחה מקום מדהים עם נוף וקירבה לחוף יוצא מגדר הרגיל המים הכי צלולים בעולם מצוקי סלע מדהימים' ,1
'מקום מעולה למי שמחפש לחקור את פירה ומרכז סנטוריני בלי לשרוף על זה  מיליון תמורה נאה לתשלום' ,1
'אני טבעוני והיה פחות אופציות לטבעוניים ציפיתי לקבל ארוחות טבעוניות בהתאם למה ששילמתי וחשבתי שכבר עניין של הספא כבר שופץ הייתי שנה שעברה ושום דבר לא ישתנה אז קצת התאכזבתי בנושאים הללו' ,0
'אבל היחס של הצוות היה מהמם החדר היה נקי וארוחת הבוקר  הייתה סבבה לגמרי' ,1
'חדר האמבטיה חשוך למדי בארוחת הבוקר אין ירקות בכלל חדר מיושן זקוק לחידוש  עדכני' ,0
'הזמנו חדרים עם נוף ואכן היה שווה החדרים היו מרווחים וחדשים לגמרי' ,1
'הספא היה גרוע לא היה חמאם וסאונה הבריכה המחוממת היתה קרה הג׳קוזי מיושן והעובד שם היה לא נחמד' ,0
'בוקר לא היה נס קפה היה צריך כל בוקר לבקש  המזרון היה קשה כמו אבן  החדר מרוחק והמרפסת פנתה לחנייה של אוטובוסים של ילדים שהתארחו במלון ועשו הרבה רעש גם האוטובוסים וגם הילדים' ,0
'בלובי הזמנתי קפה לאחר שהמלצר הגיעי וביוזמתו הביא בקבוק מים שחייב אותי עליהם בקיצור לא ממליצה בכלל על המלון הזה' ,0
'ארוחת בוקר טובה מיקום המלון בראש ההר מזמן תצפית מרשימה לנוף' ,1
'החדר קטן וצפוף הדרך מן הכביש המרכזי מתפתלת ולא מומלצת לנסיעה בשעות החשיכה' ,0
'מיקום פחות טוב למטיילים באיזור  ווי פיי לא עובד לא טוב  ארוחת בוקר דלה' ,0
'המלון מעט מיושן דורש שיפוץ ושידרוג  הספא מאוד קטן ולא עונה על בקשות האורחים' ,0
'צוות מקסים נוח מסייע מצויין  ארוחת בוקר מצויינת  מיקום קרוב לים לטיילת שקטה' ,1
'מלון קטן ומשפחתי  כל המתקנים חדשים ונוחים יש אפשרות לבשל  נהנינו מאוד מהמלון והשירות וההסברים של הצוות על האזור' ,1
'הבית ממקום בצומת רחובות ורועש מאוד בלילהקצת בעיה עם חניה ברחובקצת רחוק מהמרכז צריך לקחת אוטובוס ורכבת למרכז אתונה' ,0
'המיטה והכריות מאוד לא נוח  המיקום באזור תעשייה קלה וקצת רועש לפעמים כך גם הקרבה לכביש הראשי' ,0
'ליאונידיס מארח אכפתי וזמין דירה פנטסטית לאירוח משפחה מרווחת כוללת את כל הכלים הנדרשים אם מחליטים להכין ארוחה בבית הכל מצוחצח וחדש למראה' ,1
'דירה מאוד יפה חדשה ונקיה מטבח מאובזר קרובה לסופר גדול מרפסת מקסימה עם נוף על כל העיר המארח שקיבל את פנינו היה מאוד אדיב ונחמד' ,1
'דירות מאוד נקיות  דירות מאובזרות היטב כולל מקרר גדול ונוח דירה מרווחת מרוהטת ונקיה מרפסת ענקית הצופה להרודיון וגבעת הזאבים כל מה שהיינו צריכים היה' ,1
'דירה נחמדה מרווחת עם מזגנים בכל חדר מרפסות גדולות ומחיר הוגן ועשר דקות ממטרו' ,1
'ישנו בתחילת הלילה עם חלונות פתוחים והיה מאוד רועש מהכביש הראשי המטבח כמעט ללא כילים המקלחת לא מתוחזקת טוב' ,0
'מארח אדיב נתן עצות מועילות מיקום מצוין דירה גדולה נוחה ומאובזרת ממליצה מאוד' ,1
'דירה נקיה מסודרת בעל הדירה איש נעים ולבבי' ,1
'המארח היה מקסים הגיע בזמן הדירה היתה מאובזרת ונקיה אפילו בשמפו ומרכך וסבון לגוף מרפסות בכל הדירה מגבות וכלי מיטה נקיים' ,1
'המזרן במיטה הזוגית לא נוח  חזרנו לדירה ללילה נוסף בסוף הטיול ואז לא היו מים חמים משום מה  סיר אחד מחבת אחת אין קערה לסלט קצת מסורבל ל6 אנשים' ,0
'הייתי מצפה למגבות גוף גדולות ועבות יותר המגבות לא תאמו את רמת המלון קצת כמו בגסט האוס כמו כן במיטות חיכו לנו שמיכות יחיד ולא שמיכות זוגיות זה מוזר הן גם היו דקות כך שנאלצתי להתכסות בכמה שמיכות זה גרם לערימת טקסטיל מיותר במיטה' ,0
'מארח נחמד דירה יפה חדשה ונקיה  נראית כמו קטלוג של איקאה' ,1
'בדירה של 8 אנשים חדר שירותים ואמבטיה אחד זה גבולי ולא נוח לעיתים' ,0
'הדירה מאד מרווחת יש מטבח נוח ומאובזר  המחיר אטרקטיבי' ,1
'ההגעה מהשדה היתה מתישה וההסברים שניתנו ע"י בעל הבית היו לא ברורים היה רעש מהרחוב' ,0
'הדבר היחיד שהיה לי חסר זה שקע ליד המראה כדי לעשות פן יש שקע ליד המראה הגדולה שעל דלת הכניסה אבל השקע מותאם לתיירים ולא לישראל וחבל' ,0
'המבחר בארוחות היה יחסית דל השירות בחדר האוכל לא היה טוב נאלצנו לקרוא מספר פעמים למלצרים על מנת לקבל שירות' ,0
'' ,0
'לא ניתן לשלם בתשלומים ללא ריבית מה שמאוד הרגיז אותנו בעת הצק אאוט' ,0
'מיקום מעולה ודירה מאוד מרווחת למשפחה הדירה מאובזרת וכוללת חדרי שינה  בעל הנקום אדיב  נחמד ומסייע בכל מה שצריך' ,1
'בית הדירות נמצא במקום טוב מאוד  הצוות המארח מאוד אדיב עזרו לנו בכל מה שביקשנו  הדירות גדולות ונוחות' ,1
'תהליך הקבלה מעולה מארחות מאוד חביבות ועוזרות מיקום מרכזי שינה נוחה חדר נקי' ,1
'החדר אטום אין אוויר   מקלחת מיושנת  לא כל הברזים עבדו' ,0
'מיקום מצוין מתקני המלון מעולים מגוון האפשרויות באמת רב חופשה מומלצת למשפחה עם ילדים לעיתים עובדי הבר והמטבח עושים טובה שנותנים שירות חוץ מזה הכל מצוין' ,1
'' ,1
'תכנון הלקוי והעיצוב המכוער של חדר הרחצה הזה  במטבח היה חסר לנו מיקרוגל וזה בלט לרעה' ,0
'קיבלנו חדר מאוד קטן לארבעה אנשים ממש לא מספיק מיקום מאוד לא נוח' ,0
'נוח מאוד להגיע מהאוטוסטרדה דירה מרווחת נוחה חדשה יפה מצוידת בעל בית יעיל ואדיב' ,1
'המיטה  כולנו ישנו על הפנים בגלל המיטהלא נחזור רק בגלל זה' ,0
'ארוחות מצויינות ברמה של הכל כלול בארץ  מתקנים לילדים עד גיל 17 בהכל כלול' ,1
'המזגן מייבש וחונק  הופעות רועשות עד 12 בלילה מפריע מאוד' ,0
'מקום מדהים לכל גיל היה מה לעשות  מתקנים בשפע וחדרי אוכל מעולים' ,1
'מתקני מים בשפע נקי חדרים יפיפיים אוכל מעולה' ,1
'חופשה חלומית גן עדן למשפחות עם ילדים וגם לחברה צעירים פשוט חופשה מושלמת תמורה מלאה לתשלום' ,1
'אוכל סבבה לגמרי אירוח  צוות מעולה   מוזיקה טובה על החוף כל הזמן למי שמפריע מוזיקה שיבקש חדרים שקטים' ,1
'ארוחות בוקר וערב מצויינות שירות אדיב וחייכני  שווה כל שקל נהנינו מאוד הילדים וההורים' ,1
'מיקום מצוין מתקני המלון מעולים מגוון האפשרויות באמת רב חופשה מומלצת למשפחה עם ילדים  הכל מצוין' ,1
'מקום נקי ומסודר עם כל השירותים הנלווים ברמה גבוהה חדר משפחה מרווח אוכל טוב וצוות נהדר' ,1
'המארחים אדיבים ונעימים מאוד המלון אומנם גדול אך לא מרגישים עומס מתוחזק ברמת ניקיון גבוהה מאוד אוכל בשפע מגוון  וטעים מאוד האטרקציות אין סופיות נשארנו עם טעם של עוד בקיצור מומלץ מאוד לבילוי משפחתי' ,1
'המקום מדהים המיקום מעולה הצוות מנצח המתקנים מעולים יש כל מה שאפשר לבקש ועוד נקי ביותר ואוכל מעולהתמורה מלאה ויותר לתשלום' ,1
'ארוחות מצוינות צוות אדיב ביותר המון מתקנים לילדים והמון בריכות ופעילויות שטח רחב וחדרי אוכל נוחים ומרווחים ניתן לבקש חדרים מרוחקים מרעש או קרובים לבריכות ואולי קצת רעש הכל כלול מרגע הכניסה ועד לרגע היציאה קיימות מגלשות מים טובות לקטנים ולגדולים' ,1
'הכל הכל הכל היה פשוט וואו הרבה מעבר למצופה  נקי בטירוף שירות אדיב  אוכל מפנק קרוב לחופים' ,1
'מלון מושלם לילדים המון בריכות מגלשות מים אוכל מצויין וטעים פעילות בערב לילדים וחוף מושלם' ,1
'ארוחות מצוינות חדר נקי המון בריכות נופש מושלם למשפחות  הרבה מאוד ישראלים למי שזה לא מפריע' ,1
'הארוחות היו טעימות ובשפעשרות מעולה פארק מים וחוף ים בתוך המלון אוכל שתיה קוקטלים וכולי לאורך כל היום' ,1
'כל הארוחות ברמה גבוהה מאוד ניקיון צוות אדיב ושירותי חדרים מרווחים המון אפשרויות לילדים' ,1
'חופשה מדהימה למשפחות הכפר גדול עם אטרקציות לילדים ומבוגרים כאחד נמצא בעיר חרוסניסיס כ 20 דקות נסיעה ברכב משדה התעופה  מומלץ לחופשת קיץ' ,1
'מלון מעולה  מיקום במרכז כל הבילוי בעיר אווירה מצויינת  הצוות מאוד אדיב ונחמד  חוויה מטורפת' ,1
'שפותחים חלון יש רעש חזק מבחוץ  האוכל בהכל כלול אמנם מציע מבחר גדול אבל לא טעים' ,0
'ארוחות מצויינות  מארחים מסבירי פנים ואדיבים  הכל נפלא' ,1
'מדי ערב היתה מסיבת ריקודים בבר שליד בריכת הילדים שנמצאת בשטח המגורים כך שכל ערב משעה 9 עד 11 בלילה מוסיקה רועשת ללא הפסקה  החדרים לא מבודדים מרעש והמוזיקה נשמעת חזק מאוד מאוד בחדר' ,0
'מלון מעולהצוות מסביר פנים וחייכני כל שאלה שנשאלו טרחו והסבירו על כל אופציות המלון האוכל בשפע ונראה טעים מאוד' ,1
'יש המון המון בריכות לכל סגנון וכל שכבת גיל כיף מאוד בבריכות יש סנייקבר שווה שתיה חופשי וחינם ציפס טוסט פיצה וסלט הכל טעים החדר שקיבלנו היה מרווח והכיל גם מטבחון עם כיור מיני בר מיקרוגל וקומקום בהחלט שימושי' ,1
